sport,athlete,athlete_ids,phase,nbc_internal_title,nbc_short_title,start_date,end_date,last_modified,summary,is_medal_session,network_name,video_url,peacock_destination_url,language,status,stream_type,game_type,game,tags,olympic_unit,event
Swimming,"Katie Grimes, Regan Smith, Emma Weyant, Claire Curzan, Katharine Berkoff, Rhyan White, Luke Hobson, Drew Kibler, Carson Foster, Kate Douglass, Lilly King, Lydia Jacoby, Alex Walsh, Katie Ledecky, Simone Manuel","2203960, 1420438, 1671319, 1947078, 1507863, 1420448, 2203943, 1507822, 1507768, 1420265, 1186353, 1947254, 1420125, 1046885, 961911",,U.S. Olympic Team Trials - Swimming - Jun 17,Finals: M&W 200m Free & more,2024-06-18T00:00:00Z,2024-06-18T01:15:00Z,2024-07-10T18:10:25Z,"Day 3 of the U.S. Olympic Swimming Trials includes finals of the men's and women's 200m freestyle, men's 100m backstroke, women's 100m breaststroke, and more.",FALSE,NBC,https://stream.nbcolympics.com/swimming-us-olympic-team-trials-june-17-finals,https://peacocktv.smart.link/0g6wy42cu,,replay,tv,olympics,Paris 2024,"Olympic Trials, Road to the Olympics, Team USA",,"Women's 400m Individual Medley, Men's 100m Backstroke, Men's 200m Freestyle, Women's 200m Freestyle"
Diving,"Sarah Bacon, Kassidy Cook, Hailey Hernandez","1157106, 843964, 1662480",Women's Synchronised 3m Springboard,U.S. Olympic Team Trials - Diving - Jun 17,Trials: W 3m Synchro Final,2024-06-18T01:15:00Z,2024-06-18T02:00:00Z,2024-07-10T18:10:25Z,The U.S. Olympic Diving Trials continue with the final round of the women's synchronized 3m springboard event.,FALSE,NBC,https://stream.nbcolympics.com/diving-us-olympic-team-trials-womens-3m-synchro-final,https://peacocktv.smart.link/hb149zdim,,replay,tv,olympics,Paris 2024,"Olympic Trials, Road to the Olympics, Team USA",Women's Synchronised 3m Springboard Fnl,Women's Synchronised 3m Springboard
Swimming,"Jack Alexy, Caeleb Dressel, Hunter Armstrong, Katie Ledecky, Katie Grimes, Leah Smith, Torri Huske, Kate Douglass, Simone Manuel, Gretchen Walsh, Abbey Weitzeil, Nic Fink","1946785, 1184868, 2008264, 1046885, 2203960, 1045537, 1830355, 1420265, 961911, 1512902, 1300392, 961793",,U.S. Olympic Team Trials - Swimming - Jun 18,Heats: W 1500m Free & more,2024-06-18T14:58:00Z,2024-06-18T18:30:00Z,2024-07-10T18:10:25Z,"Day 4 of the U.S. Olympic Swimming Trials includes heats of the men's and women's 100m freestyle, men's 200m butterfly, women's 1500m freestyle, and more.",FALSE,NA,https://stream.nbcolympics.com/swimming-us-olympic-team-trials-june-18-heats-live,https://peacocktv.smart.link/ucwq7nogy,,replay,event,olympics,Paris 2024,"Olympic Trials, Road to the Olympics, Team USA",,"Men's 200m Butterfly, Men's 100m Freestyle, Women's 1500m Freestyle, Women's 100m Freestyle, Men's 200m Breaststroke"
Diving,"Jessica Parratto, Delaney Schnell","850701, 1101727",Women's Synchronised 10m Platform,U.S. Olympic Team Trials - Diving - Jun 18,Trials: W Synchro 10m Prelim,2024-06-18T15:00:00Z,2024-06-18T15:30:00Z,2024-07-10T18:10:25Z,The U.S. Olympic Diving Trials continue with the preliminary round of the women's synchronized 10m platform event.,FALSE,NA,https://stream.nbcolympics.com/diving-us-olympic-team-trials-womens-synchro-platform-prelim,https://peacocktv.smart.link/3kojv4qjy,,replay,event,olympics,Paris 2024,"Olympic Trials, Road to the Olympics, Team USA",Women's Synchronised 10m Platform Final,Women's Synchronised 10m Platform
Diving,Andrew Capobianco,1314582,Men's Synchronised 3m Springboard,U.S. Olympic Team Trials - Diving - Jun 18,Trials: M Synchro 3m Prelim,2024-06-18T16:10:00Z,2024-06-18T16:50:00Z,2024-07-10T18:10:25Z,The U.S. Olympic Diving Trials continue with the preliminary round of the men's synchronized 3m springboard event.,FALSE,NA,https://stream.nbcolympics.com/diving-us-olympic-team-trials-mens-3m-synchro-springboard-prelim,https://peacocktv.smart.link/sdlj1ql03,,replay,event,olympics,Paris 2024,"Olympic Trials, Road to the Olympics, Team USA",Men's Synchronised 3m Springboard Final,Men's Synchronised 3m Springboard
Swimming,"Jack Alexy, Caeleb Dressel, Hunter Armstrong, Katie Ledecky, Katie Grimes, Leah Smith, Torri Huske, Kate Douglass, Simone Manuel, Gretchen Walsh, Abbey Weitzeil, Nic Fink","1946785, 1184868, 2008264, 1046885, 2203960, 1045537, 1830355, 1420265, 961911, 1512902, 1300392, 961793",,U.S. Olympic Team Trials - Swimming - Jun 18,Heats: W 1500m Free & more,2024-06-18T22:00:00Z,2024-06-18T23:15:00Z,2024-07-10T18:10:25Z,"Day 4 of the U.S. Olympic Swimming Trials includes heats of the men's and women's 100m freestyle, men's 200m butterfly, women's 1500m freestyle, and more.",FALSE,USA,https://stream.nbcolympics.com/swimming-us-olympic-team-trials-june-18-heats-usa,https://peacocktv.smart.link/dbdrv64qv,,replay,tv,olympics,Paris 2024,"Olympic Trials, Road to the Olympics, Team USA",,"Men's 200m Butterfly, Men's 100m Freestyle, Women's 1500m Freestyle, Women's 100m Freestyle, Men's 200m Breaststroke"
Diving,"Jessica Parratto, Delaney Schnell","850701, 1101727",Women's Synchronised 10m Platform,U.S. Olympic Team Trials - Diving - Jun 18,Trials: W Synchro 10m Final,2024-06-18T23:15:00Z,2024-06-19T00:00:00Z,2024-07-10T18:10:25Z,The U.S. Olympic Diving Trials continue with the final round of the women's synchronized 10m platform event.,FALSE,USA,https://stream.nbcolympics.com/diving-us-olympic-team-trials-womens-synchro-platform-final,https://peacocktv.smart.link/kn26awa9n,,replay,tv,olympics,Paris 2024,"Olympic Trials, Road to the Olympics, Team USA",Women's Synchronised 10m Platform Final,Women's Synchronised 10m Platform
Swimming,"Jack Alexy, Caeleb Dressel, Hunter Armstrong, Torri Huske, Kate Douglass, Simone Manuel, Gretchen Walsh, Abbey Weitzeil, Nic Fink, Katharine Berkoff, Regan Smith, Claire Curzan, Bobby Finke","1946785, 1184868, 2008264, 1830355, 1420265, 961911, 1512902, 1300392, 961793, 1507863, 1420438, 1947078, 1410340",,U.S. Olympic Team Trials - Swimming - Jun 18,Finals: M 800m Free & more,2024-06-19T00:00:00Z,2024-06-19T01:30:00Z,2024-07-10T18:10:25Z,"Day 4 of the U.S. Olympic Swimming Trials includes finals of the women's 100m backstroke and men's 800m freestyle, plus semifinal heats.",FALSE,NBC,https://stream.nbcolympics.com/swimming-us-olympic-team-trials-june-18-finals,https://peacocktv.smart.link/6c1e061tb,,replay,tv,olympics,Paris 2024,"Olympic Trials, Road to the Olympics, Team USA",,"Men's 200m Butterfly, Men's 100m Freestyle, Women's 100m Freestyle, Men's 200m Breaststroke, Women's 100m Backstroke, Men's 800m Freestyle"
Diving,"Andrew Capobianco, Tyler Downs","1314582, 1828518",Men's Synchronised 3m Springboard,U.S. Olympic Team Trials - Diving - Jun 18,Trials: M 3m Synchro Final,2024-06-19T01:15:00Z,2024-06-19T02:00:00Z,2024-07-10T18:10:25Z,The U.S. Olympic Diving Trials continue with the final round of the men's synchronized 3m springboard event.,FALSE,NBC,https://stream.nbcolympics.com/diving-us-olympic-team-trials-mens-3m-synchro-final,https://peacocktv.smart.link/0a44fr3x0,,replay,tv,olympics,Paris 2024,"Olympic Trials, Road to the Olympics, Team USA",Men's Synchronised 3m Springboard Final,Men's Synchronised 3m Springboard
Swimming,"Kate Douglass, Lilly King, Lydia Jacoby, Ryan Murphy, Regan Smith","1420265, 1186353, 1947254, 961968, 1420438",,U.S. Olympic Team Trials - Swimming - Jun 19,Heats: W 200m Breast & more,2024-06-19T14:58:00Z,2024-06-19T16:30:00Z,2024-07-10T18:10:25Z,"Day 5 of the U.S. Olympic Swimming Trials includes heats of the women's 200m breaststroke, men's 200m backstroke, and women's 200m butterfly.",FALSE,NA,https://stream.nbcolympics.com/swimming-us-olympic-team-trials-june-19-heats-live,https://peacocktv.smart.link/gvz3phxfi,,replay,event,olympics,Paris 2024,"Olympic Trials, Road to the Olympics, Team USA",,"Women's 200m Breaststroke, Men's 200m Backstroke, Women's 200m Butterfly"
Swimming,"Kate Douglass, Lilly King, Lydia Jacoby, Ryan Murphy, Regan Smith","1420265, 1186353, 1947254, 961968, 1420438",,U.S. Olympic Team Trials - Swimming - Jun 19,Heats: W 200m Breast & more,2024-06-19T23:00:00Z,2024-06-20T00:00:00Z,2024-07-10T18:10:25Z,"Day 5 of the U.S. Olympic Swimming Trials includes heats of the women's 200m breaststroke, men's 200m backstroke, and women's 200m butterfly.",FALSE,USA,https://stream.nbcolympics.com/swimming-us-olympic-team-trials-june-19-heats-usa,https://peacocktv.smart.link/640oq1692,,replay,tv,olympics,Paris 2024,"Olympic Trials, Road to the Olympics, Team USA",,"Women's 200m Breaststroke, Men's 200m Backstroke, Women's 200m Butterfly"
Swimming,"Jack Alexy, Caeleb Dressel, Hunter Armstrong, Katie Ledecky, Katie Grimes, Leah Smith, Torri Huske, Kate Douglass, Simone Manuel, Gretchen Walsh, Abbey Weitzeil, Nic Fink, Lilly King, Lydia Jacoby, Ryan Murphy, Regan Smith","1946785, 1184868, 2008264, 1046885, 2203960, 1045537, 1830355, 1420265, 961911, 1512902, 1300392, 961793, 1186353, 1947254, 961968, 1420438",,U.S. Olympic Team Trials - Swimming - Jun 19,Finals: M&W 100m Free & more,2024-06-20T00:00:00Z,2024-06-20T02:00:00Z,2024-07-10T18:10:25Z,"Day 5 of the U.S. Olympic Swimming Trials includes finals of the men's and women's 100m freestyle, men's 200m breaststroke, women's 1500m freestyle, and more.",FALSE,NBC,https://stream.nbcolympics.com/swimming-us-olympic-team-trials-june-19-finals,https://peacocktv.smart.link/cv4qngbxw,,replay,tv,olympics,Paris 2024,"Olympic Trials, Road to the Olympics, Team USA",,"Men's 200m Butterfly, Men's 100m Freestyle, Women's 1500m Freestyle, Women's 100m Freestyle, Men's 200m Breaststroke, Women's 200m Breaststroke, Men's 200m Backstroke, Women's 200m Butterfly"
Diving,"Sarah Bacon, Kassidy Cook, Hailey Hernandez","1157106, 843964, 1662480",Women's 3m Springboard Preliminary,U.S. Olympic Team Trials - Diving - Jun 20,Trials: W Springboard Prelim,2024-06-20T14:00:00Z,2024-06-20T15:15:00Z,2024-07-10T18:10:25Z,The U.S. Olympic Diving Trials continue with the preliminary round of the women's individual 3m springboard event.,FALSE,NA,https://stream.nbcolympics.com/diving-us-olympic-team-trials-womens-3m-springboard-prelim,https://peacocktv.smart.link/eyv6seldz,,replay,event,olympics,Paris 2024,"Olympic Trials, Road to the Olympics, Team USA",Women's 3m Springboard Preliminary,Women's 3m Springboard
Swimming,"Regan Smith, Claire Curzan, Phoebe Bacon, Rhyan White, Jack Alexy, Caeleb Dressel, Shaine Casas, Carson Foster, Chase Kalisz","1420438, 1947078, 1507982, 1420448, 1946785, 1184868, 1749011, 1507768, 961897",,U.S. Olympic Team Trials - Swimming - Jun 20,Heats: M 50m Free & more,2024-06-20T14:58:00Z,2024-06-20T17:00:00Z,2024-07-10T18:10:25Z,"Day 6 of the U.S. Olympic Swimming Trials includes heats of the women's 200m backstroke, men's 50m freestyle, and men's 200m IM.",FALSE,NA,https://stream.nbcolympics.com/swimming-us-olympic-team-trials-june-20-heats-live,https://peacocktv.smart.link/hqtq7uqap,,replay,event,olympics,Paris 2024,"Olympic Trials, Road to the Olympics, Team USA",,"Women's 200m Backstroke, Men's 50m Freestyle, Men's 200m Individual Medley"
Diving,,,Men's 10m Platform Preliminary,U.S. Olympic Team Trials - Diving - Jun 20,Trials: M Platform Prelim,2024-06-20T16:30:00Z,2024-06-20T18:00:00Z,2024-07-10T18:10:25Z,The U.S. Olympic Diving Trials continue with the preliminary round of the men's individual 10m platform event.,FALSE,NA,https://stream.nbcolympics.com/diving-us-olympic-team-trials-mens-10m-platform-prelim,https://peacocktv.smart.link/aozacu8au,,replay,event,olympics,Paris 2024,"Olympic Trials, Road to the Olympics, Team USA",Men's 10m Platform Preliminary,Men's 10m Platform
Diving,"Sarah Bacon, Kassidy Cook, Hailey Hernandez","1157106, 843964, 1662480",Women's 3m Springboard Semifinal,U.S. Olympic Team Trials - Diving - Jun 20,Trials: W Springboard Semis,2024-06-20T21:00:00Z,2024-06-20T22:15:00Z,2024-07-10T18:10:25Z,The U.S. Olympic Diving Trials continue with the semifinal round of the women's individual 3m springboard event.,FALSE,NA,https://stream.nbcolympics.com/diving-us-olympic-team-trials-womens-3m-springboard-semifinal,https://peacocktv.smart.link/ssg4ktff3,,replay,event,olympics,Paris 2024,"Olympic Trials, Road to the Olympics, Team USA",Women's 3m Springboard Semifinal,Women's 3m Springboard
Diving,,,Men's 10m Platform Semifinal,U.S. Olympic Team Trials - Diving - Jun 20,Trials: M 10m Platform Semis,2024-06-20T23:00:00Z,2024-06-21T00:35:00Z,2024-07-10T18:10:25Z,The U.S. Olympic Diving Trials continue with the semifinal round of the men's individual 10m platform event.,FALSE,NA,https://stream.nbcolympics.com/diving-us-olympic-team-trials-mens-10m-platform-semifinal,https://peacocktv.smart.link/k8fxb6ges,,replay,event,olympics,Paris 2024,"Olympic Trials, Road to the Olympics, Team USA",Men's 10m Platform Semifinal,Men's 10m Platform
Swimming,"Regan Smith, Claire Curzan, Phoebe Bacon, Rhyan White, Jack Alexy, Caeleb Dressel, Shaine Casas, Carson Foster, Chase Kalisz","1420438, 1947078, 1507982, 1420448, 1946785, 1184868, 1749011, 1507768, 961897",,U.S. Olympic Team Trials - Swimming - Jun 20,Heats: M 50m Free & more,2024-06-20T23:00:00Z,2024-06-21T00:00:00Z,2024-07-10T18:10:25Z,"Day 6 of the U.S. Olympic Swimming Trials includes heats of the women's 200m backstroke, men's 50m freestyle, and men's 200m IM.",FALSE,USA,https://stream.nbcolympics.com/swimming-us-olympic-team-trials-june-20-heats-usa,https://peacocktv.smart.link/nqax8u0dr,,replay,tv,olympics,Paris 2024,"Olympic Trials, Road to the Olympics, Team USA",,"Women's 200m Backstroke, Men's 50m Freestyle, Men's 200m Individual Medley"
Swimming,"Regan Smith, Claire Curzan, Phoebe Bacon, Rhyan White, Jack Alexy, Caeleb Dressel, Shaine Casas, Carson Foster, Chase Kalisz, Lilly King, Kate Douglass, Lydia Jacoby, Ryan Murphy","1420438, 1947078, 1507982, 1420448, 1946785, 1184868, 1749011, 1507768, 961897, 1186353, 1420265, 1947254, 961968",,U.S. Olympic Team Trials - Swimming - Jun 20,Finals: W 200m Fly & more,2024-06-21T00:00:00Z,2024-06-21T01:15:00Z,2024-07-10T18:10:25Z,"Day 6 of the U.S. Olympic Swimming Trials includes finals of the women's 200m breaststroke, men's 200m backstroke, and women's 200m butterfly.",FALSE,NBC,https://stream.nbcolympics.com/swimming-us-olympic-team-trials-june-20-finals,https://peacocktv.smart.link/j5jqfuykz,,replay,tv,olympics,Paris 2024,"Olympic Trials, Road to the Olympics, Team USA",,"Women's 200m Backstroke, Men's 50m Freestyle, Men's 200m Individual Medley, Women's 200m Breaststroke, Men's 200m Backstroke, Women's 200m Butterfly"
Diving,"Jessica Parratto, Delaney Schnell","850701, 1101727",Women's Synchronised 10m Platform,U.S. Olympic Team Trials - Diving - Jun 20,Trials: W Synchro 10m Final,2024-06-21T01:15:00Z,2024-06-21T02:00:00Z,2024-07-10T18:10:25Z,The U.S. Olympic Diving Trials continue with the final round of the women's synchronized 10m platform event.,FALSE,NBC,https://stream.nbcolympics.com/diving-us-olympic-team-trials-womens-synchro-platform-final-reair,https://peacocktv.smart.link/7zycpczd9,,replay,tv,olympics,Paris 2024,"Olympic Trials, Road to the Olympics, Team USA",Women's Synchronised 10m Platform Final,Women's Synchronised 10m Platform
Diving,"Andrew Capobianco, Tyler Downs","1314582, 1828518",Men's 3m Springboard Preliminary,U.S. Olympic Team Trials - Diving - Jun 21,Trials: M Springboard Prelim,2024-06-21T14:00:00Z,2024-06-21T16:40:00Z,2024-07-10T18:10:25Z,The U.S. Olympic Diving Trials continue with the preliminary round of the men's individual 3m springboard event.,FALSE,NA,https://stream.nbcolympics.com/diving-us-olympic-team-trials-mens-3m-springboard-prelim,https://peacocktv.smart.link/n4g69sdem,,replay,event,olympics,Paris 2024,"Olympic Trials, Road to the Olympics, Team USA",Men's 3m Springboard Preliminary,Men's 3m Springboard
Swimming,"Caeleb Dressel, Shaine Casas, Katie Ledecky, Katie Grimes, Kate Douglass","1184868, 1749011, 1046885, 2203960, 1420265",,U.S. Olympic Team Trials - Swimming - Jun 21,Heats: W 800m Free & more,2024-06-21T14:58:00Z,2024-06-21T17:00:00Z,2024-07-10T18:10:25Z,"Day 7 of the U.S. Olympic Swimming Trials includes heats of the men's 100m butterfly, women's 200m IM, and women's 800m freestyle.",FALSE,NA,https://stream.nbcolympics.com/swimming-us-olympic-team-trials-june-21-heats-live,https://peacocktv.smart.link/tj9q6cyuf,,replay,event,olympics,Paris 2024,"Olympic Trials, Road to the Olympics, Team USA",,"Men's 100m Butterfly, Women's 800m Freestyle, Women's 200m Individual Medley"
Track & Field,"Zach Ziemek, Kyle Garland, Harrison Williams","862641, 1688157, 1293784","Men's Decathlon 100m, Men's Decathlon Long Jump, Men's Decathlon Shot Put","U.S. Olympic Team Trials: Decathlon (Day 1): 100m, Long Jump, Shot Put.",Trials: Decathlon Day 1,2024-06-21T17:00:00Z,2024-06-21T19:40:00Z,2024-07-10T18:10:25Z,Athletes compete on Day 1 of the decathlon during the 2024 U.S. Olympic Track and Field Trials.,FALSE,NA,https://stream.nbcolympics.com/track-and-field-us-olympic-team-trials-decathlon-day-1-part1,https://peacocktv.smart.link/4mipajqmk,,replay,event,olympics,Paris 2024,,,Men's Decathlon
Diving,"Jessica Parratto, Delaney Schnell","850701, 1101727",Women's 10m Platform Preliminary,U.S. Olympic Team Trials - Diving - Jun 21,Trials: W Platform Prelim,2024-06-21T17:15:00Z,2024-06-21T19:00:00Z,2024-07-10T18:10:25Z,The U.S. Olympic Diving Trials continue with the preliminary round of the women's individual 10m platform event.,FALSE,NA,https://stream.nbcolympics.com/diving-us-olympic-team-trials-womens-10m-platform-prelim,https://peacocktv.smart.link/fqwbh5rkt,,replay,event,olympics,Paris 2024,"Olympic Trials, Road to the Olympics, Team USA",Women's 10m Platform Preliminary,Women's 10m Platform
